content,type
"#为什么这双鞋出圈了#【漫步重庆街头体验赛博夜景】重庆，这座充满未来感的城市，仿佛置身于赛博朋克的梦境之中。霓虹灯下的摩天大楼与古老的山城步道交织，形成一幅独特的画卷。科技与传统在这里碰撞，演绎出一场视觉与心灵的盛宴。漫步其中，仿佛穿越时光，置身于一个充满无限可能的世界。
四川观察的微博视频",军事
"#加沙最大医院已永久停止服务# 小调查：你还在关注巴以冲突吗？ 
 
网页链接
 ",军事
"#以军称遭袭的并非伊朗使馆而是军事建筑#4月1日，伊朗驻叙使馆领事处遭以军空袭，造成7名伊朗军事人员死亡。据美国媒体报道，以色列国防军发言人哈加里对此称，“以军情报显示，4月1日在叙利亚大马士革遭到袭击的建筑不是伊朗使馆，也不是其领事处，而是一座伪装成民用建筑的、属于伊朗伊斯兰革命卫队下属‘圣城旅’的军事建筑”。在被问及是否参与此次袭击时，哈加里称，以军不会对外国报道发表评论。但有消息称，4名未透露姓名的以色列官员已承认以色列实施了此次袭击。（cctv国际时讯）#以军称在叙遭袭的是伊朗军事建筑# #伊朗外长称已给美国传话# 
CCTV国际时讯的微博视频",军事
"#伊朗驻叙使馆遭袭后现场画面# 据叙利亚通讯社报道，当地时间1日，以色列军方对伊朗驻叙利亚大使馆领事部门建筑发动导弹袭击，造成至少7人死亡。#伊朗外长称已给美国传话#据伊朗伊斯兰共和国通讯社报道，伊朗伊斯兰革命卫队证实，2名高级指挥官在袭击中遇难，分别是穆罕默德-礼萨·扎赫迪和哈吉·拉黑米。此外，另有5名伊朗军官死亡。
据路透社报道，当被问及此次袭击时，以色列军方发言人表示，不对外国媒体的报道发表评论。美国《纽约时报》则援引多名不愿透露姓名的以色列官员的话说，他们承认以色列实施了这次袭击。（中新网）",军事
"大家知道这个叫什么吗？#硬核军迷# 
新浪军事的微博视频
 ",军事
"#美称对以色列安全有数十年承诺#【美方：美国对以色列安全有“数十年承诺”】据德新社4月1日报道，美国国务院发言人马修·米勒4月1日表示，美国对以色列的安全有着“长达数十年的承诺”。#伊朗外长称已给美国传话# 
报道称，米勒在新闻发布会上回答了一个问题，即为什么美国批准新的对以武器运送，同时批评以色列在加沙的军事行动。
米勒说，以色列被哈马斯、伊朗和真主党等“发誓要毁灭它的实体”包围。
米勒说：“我们认为，以色列完全有权保护自己不受这些对手的攻击。为此，我们与以色列保持长期的安全关系，我们每年向以色列提供30多亿美元的安全援助。”
报道称，他说：“他们在任何一个年份都没有拿走所有的钱，但他们来美国，请求得到某些防务条款。我们会评估这些条款是否合适。”
他补充说，以方请求随着时间的推移越来越少，有时需要数年时间才能实现。
米勒说，美国已经“非常明确”地表示，以色列需要尽量减少平民伤亡，并遵守国际人道法。
他说：“ 与此同时，我们致力于以色列的自卫权，这是美国作出的长期承诺。”（参考消息）",军事
"#文在寅痛批尹锡悦政府无知无能无道#【“无知、无能、无道”！韩国前总统文在寅痛批尹锡悦政府】据韩国《国民日报》4月2日报道，韩国前总统文在寅当地时间4月1日对尹锡悦政府发出强烈批评。文在寅表示，“这是我70年来第一次见到如此差劲的政府”。
据报道，文在寅当天在参加活动时发表上述观点。文在寅还表示，“现在的（韩国）政府做得太差劲了，真是无知、无能、无道。”文在寅接着说，为了促使政府提升其警觉性，并改善其表现，共同民主党、“祖国革新党”和“新未来”等在野党需要联手，争取在选举中取得佳绩。（环球网）
环视频的微博视频",军事
"【菲律宾总统的姐姐：我们在南海“上头”了，很危险】#菲总统的姐姐反对外部力量干涉南海# 菲律宾参议院外交关系委员会主席、总统马科斯的姐姐伊梅·马科斯（Imee Marcos）发表公开声明。伊梅·马科斯在声明中警告道，眼下在与中国之间发生的海上冲突中，菲律宾“上头了”。她说，这种“情感而非理性占上风”的发展趋势，正将菲律宾引向一条“危险”道路，最终代价将不仅仅是菲律宾人的自尊受损。
她进而指出，菲律宾应拒绝外部力量的“慷慨赠予”，并称这种“慷慨”正是全世界各地陷入无休止冲突的导火索，南海问题需要与地区国家展开适当对话，与真正的盟友寻求和平解决方案。“追求和平并不可耻。”她强调。 
菲律宾总统的姐姐：我们在南海“上头”了，很危险",军事
"前线|#伊朗以色列之间有啥深仇大恨# 中东地区势力众多，关系错综复杂，各种对抗冲突堪比走马灯，让吃瓜看客应接不暇，值得注意的是，随着近年来“什叶派之弧”的逐渐形成，伊朗与沙特阿拉伯关系和解，什叶派与逊尼派之间的关系得到缓和，而伊朗与以色列之间的矛盾则迅速升温，与巴以问题一样成为威胁中东地区安全稳定的顽疾。然而从地图上看，伊朗距以色列上千公里远，历史上也未曾发生过大规模冲突，两国间到底有何恩怨，才导致了如今的局面？ #伊朗外长称已给美国传话# #伊朗将果断回应以色列行动# 
伊朗在叙人员再遭以色列空袭，两国之间有啥深仇大恨？",军事
"冷知识：古代军中名为“夜不收”的部队指的是以下哪个兵种？#硬核军迷# 
 
网页链接
 ",军事
【#美国否认涉及以色列袭击伊朗大使馆事件# 并表达对局势升级担忧】据AXIOS网站报道，一名美国官员称，美国告诉伊朗，它“没有参与”以色列对伊朗驻叙利亚大使馆的袭击，事先也不知道以色列对一名伊朗高级将领的袭击。这一罕见的信息表明，拜登政府对以色列的袭击可能导致地区局势升级以及亲伊朗民兵重新袭击美军深感担忧。伊朗誓言要进行报复，并指责以色列“违反了所有国际公约”。 #伊朗外长称已给美国传话# #以色列#,军事
"#加沙最大医院已永久停止服务#【加沙城希法医院院长：医院已永久停止服务】当地时间4月1日上午，以色列国防军宣布已完成在加沙城希法医院的军事行动，以军部队已从医院所在地区撤离。
当天，总台报道员前往希法医院看到，医院的所有建筑都已被严重损毁，医院院长表示，希法医院已永久停止服务。（央视）
央视军事的微博视频",军事
"#伊朗称美方需为伊驻叙外交机构遭袭担责#【伊朗外长称向美国发出重要信息：美方需为伊驻叙外交机构遭袭承担责任】当地时间4月2日凌晨，伊朗外长阿卜杜拉希扬在社交媒体发文称，在以色列对伊朗驻叙利亚外交机构进行恐怖袭击并导致伊朗官方军事顾问死亡后，伊朗在2日凌晨，将瑞士驻伊大使馆官员传唤至外交部。
阿卜杜拉希扬称，本次传唤，伊朗说明了恐怖袭击的规模、阐述了以色列罪行、强调了美国政府的责任。#以色列#阿卜杜拉希扬指出，通过瑞士驻德黑兰大使馆，伊方向美国政府发出了重要信息，即作为以色列政权的支持者，美国必须为此承担责任。#伊朗将果断回应以色列行动#",军事
"#伊朗民众焚烧美以国旗高喊以色列去死#以色列空袭伊朗驻叙使馆 愤怒民众高喊“以色列去死”焚烧美以国旗。#以色列# #伊朗外长称已给美国传话#（青蜂侠） 
新浪军事的微博视频
 ",军事
"#俄公布武装分子审讯视频# 审讯视频曝光！俄联邦安全局拘捕莫斯科恐袭事件资助者。（青蜂侠） 
新浪军事的微博视频
 ",军事
"【#莫迪被指印度大选前打压政敌#：反对派人士被捕、竞选资金冻结】当地时间3月31日，印度反对党联盟在新德里举行名为“拯救民主”的大规模集会，声援日前被捕的德里首席部长、反对派重要人物阿尔温德·凯杰里瓦尔（Arvind Kejriwal）和前贾坎德邦首席部长赫曼特·索伦（Hemant Soren）。
在集会中，反对派领导人向支持者发表讲话，表示印度政府对多名反对派重要人物的逮捕行动“并不民主”，并指责莫迪领导下的政府正在大选前夕试图削弱反对派。而在此前，印度最大反对党国大党也批评莫迪政府通过冻结该党银行账户，阻挠反对派开展竞选活动。 
莫迪被指印度大选前打压政敌：反对派人士被捕、竞选资金冻结",军事
"【#有人驾车强闯美国FBI地区总部#】据美国《新闻周刊》网站4月1日报道，1日下午，一名司机驾车撞上联邦调查局亚特兰大总部的前门。#1人驾车强闯美国FBI地区总部被捕#报道说，现场视频显示，一辆红色SUV撞上了护栏。
联邦调查局亚特兰大总部证实，当车辆受阻停下时，嫌疑人自行下了车，他试图进入联邦调查局总部。联邦调查局下午4时50分发布通报说：“这名男子走下车后，我们几位刚好路过的特工逮捕了他。”联邦调查局说，它将评估对嫌疑人提起州和联邦指控。
媒体在当天下午4点前上传的视频显示：这辆SUV正在被官员拖走。
报道还称，司机的姓名未予公布。多家媒体报道说，嫌疑人被送往亚特兰大格雷迪纪念医院进行身体评估。
下午4点前，在电视直播的新闻发布会上，主管特别助理探员彼得·埃利斯证实，在撞向封闭路障之前，这名司机试图跟随一名雇员进入大楼。
而且，埃利斯说，“他此刻不能回答”是否存在任何恐怖袭击的迹象。（参考消息）
看看新闻全球眼的微博视频",军事
"【俄罗斯对外情报局长访问朝鲜！#俄情报工作现在是怎样运作的#？】俄罗斯对外情报局（SVR）纳雷什金近日率领俄对外情报局代表团到访朝鲜，并和朝鲜内务机构负责人、朝鲜国家保卫相李昌大举行了会晤。那么，俄罗斯的国家情报体制是怎样的，从苏联到俄罗斯的情报体制又是怎样形成的，俄罗斯和乌克兰两国的情报部门互相之间实施情报战的能力如何呢？ 
俄罗斯对外情报局长访问朝鲜！俄情报工作现在是怎样运作的？",军事
"#以色列下班高峰空袭叙利亚# 对此，你怎么看？#伊朗将果断回应以色列行动# 
 
网页链接
 ",军事
"#伊朗民众举行反以集会谴责以色列空袭#【#伊朗民众举行反以集会# 谴责以色列袭击伊朗驻叙外交机构】当地时间4月1日，以色列发动对叙利亚首都大马士革的空袭，袭击目标是伊朗驻叙利亚使馆的领事处大楼。当晚，大批伊朗民众聚集在首都德黑兰市中心，强烈谴责以色列的军事行动。
总台记者 李健南：我现在正位于伊朗首都德黑兰市中心的巴勒斯坦广场。当地时间1日，以色列对伊朗驻叙利亚使馆的领事大楼发动袭击，并造成人员伤亡。当地时间1日晚，大批伊朗民众聚集在我身后的巴勒斯坦广场，举行大规模的反以集会。
集会现场，民众情绪激昂，高举反以标语并高呼反以口号。受访民众表示，以色列针对伊朗驻外机构的袭击是侵略行为，伊朗必须予以强力回应。
伊朗民众 阿里礼萨：以色列已经变得非常傲慢，它入侵了伊朗的领土，这一行径实在太糟糕了。他们还袭击了伊朗革命卫队资深指挥官。人们期待伊朗能做出比之前更强硬的回应。
另外有民众表示，数月以来，以色列的军事行动已经让加沙地带陷入巨大的人道主义危机，而其侵略叙利亚、袭击伊朗驻叙外交机构的行为，体现出以色列不顾国际法和国际准则的态度，这一做法严重破坏地区的和平与安全。
伊朗民众 哈桑尼：我认为伊朗应给予强而有力的回应。因为以色列如果继续此类行为，不仅会给伊朗带来更多危险，还会给地区国家带来威胁。另外，以色列所做的一切行动都离不开美国的协调，美国肯定为以色列的这次袭击开了绿灯。#伊朗将果断回应以色列行动#",军事
"【#菲媒称必须不惜一切代价反对与中国开战#】菲律宾《马尼拉时报》4月1日文章，原题：如果与中国开战，那将不是一场轻松的战斗
要求战争的呼声越来越高，但我们必须不惜一切代价反对战争。菲律宾人必须带头反对，因为战争推手希望看到战争发生在菲律宾，以菲律宾人的生命为代价。这些外国政府不太关心菲律宾，但希望看到自己领导反对中国和平崛起的全球运动。扫眼新闻，就知道有多少这样的政府在指责中国对菲律宾采取的所谓“侵略”行为。  
菲媒：必须不惜一切代价反对与中国开战",军事
"#宋涛和马英九一同观看无人机表演#【马英九与台青游深圳：无人机表演 看啦！】4月1日，中共中央台办、国务院台办主任宋涛会见马英九，并一同前往深圳人才公园观看无人机表演。（直新闻）
直新闻的微博视频
 ",军事
"#伊朗驻叙使馆领事处遭以军空袭#【“令人震惊的升级” ，以色列炸平伊朗驻叙使馆建筑】 当地时间4月1日17时左右，叙利亚首都大马士革市区传出连续巨大爆炸声。#以色列下班高峰空袭叙利亚#以色列经常对叙利亚境内的伊朗目标发动袭击，但袭击伊朗的使领馆尚属首次，路透社称这标志着中东冲突令人震惊的升级。
对此，以色列军方拒绝评论，而纽约时报则援引4名以色列官员的说法，证实了空袭由以色列军方发动。#伊朗将果断回应以色列行动# 
“令人震惊的升级” ，以色列炸平伊朗驻叙使馆建筑",军事
"乌克兰军官亚历山大·亚尔莫舍维奇在办公室与多名女同事接吻的视频被曝光，引发关注。乌克兰西部作战指挥部在一份声明中称，亚尔莫舍维奇主动写了一份报告，自愿申请去俄乌冲突前线执行任务。#与多名女同事接吻的乌军官自愿上前线#，你怎么看？ 
 
网页链接
 ",军事
"#台陆军金防部暂缓在金门等地对海实弹射击#【台媒称“金防部”暂缓在金门等地对海实弹射击，国台办此前已明确表态】据台湾中时新闻网4月2日报道，台陆军“金门防卫指挥部”（简称“金防部”）原预计4月2日起在金门本岛、烈屿、猛虎屿、后屿等地进行地面武器对海实弹射击演练，现确定暂缓。#台军暂缓在金门等地对海实弹射击#据报道，“金防部”称，海上射击因担心引起挑衅意味，加上雾季来临海上戒护危险，目前暂已改为陆上靶场射击训练。（环球网）
微资讯的微博视频",军事
"#一文梳理以空袭伊朗驻叙领馆事件# 4月1日，以色列对伊朗驻叙利亚使馆发动空袭，致多人伤亡。这是近5天来以色列对叙利亚境内发动的第4次空袭。自2011年叙利亚危机爆发以来，以色列已经对叙利亚境内目标发动了数百次空袭，但以色列方面极少公开承认。以下是事件的时间线：#伊朗驻叙领馆及大使官邸遭以军空袭# #以色列下班高峰空袭叙利亚#【以色列空袭叙利亚首都】4月1日下午，叙利亚首都大马士革周边地区传出爆炸声。据叙利亚国家通讯社消息，以色列当天对叙首都大马士革马扎区的一栋建筑发动了空袭，叙利亚防空部队随后进行了回击。被袭击的建筑靠近伊朗驻叙利亚大使馆。
【以色列空袭伊朗驻叙使馆领事处 造成多人伤亡】叙利亚军方称以色列从戈兰高地方向对位于叙利亚首都大马士革的伊朗驻叙利亚大使馆领事部门建筑发动了空袭，叙利亚防空部队对以色列的导弹进行了拦截。
目前，空袭已导致伊朗驻叙利亚大使馆领事部门建筑完全坍塌，并造成多人伤亡。
【伊朗将果断回应以色列的行动】伊朗驻叙利亚大使侯赛因·阿克巴里在接受采访时称，这栋建筑“遭到了F-35战机发射的6枚导弹袭击”。他说，空袭发生时，他本人正在使馆主体建筑内。
【伊朗外交部强烈谴责】伊朗外交部发言人卡纳尼强烈谴责以色列袭击伊朗驻叙利亚大使馆领事处大楼。卡纳尼表示，本次袭击造成的影响正在调查中，以色列应对该事件后果负责，伊朗保留采取反制的权利。
【以色列空袭致7名伊朗军方人员死亡】伊朗伊斯兰革命卫队公共关系部门当地时间4月1日表示，当天以色列对伊朗驻叙利亚大使馆领事处大楼的空袭造成7名伊朗军事人员死亡，其中包括伊朗伊斯兰革命卫队“圣城旅”指挥官穆罕默德·礼萨·扎赫迪和穆罕默德·哈迪·哈吉·拉希米。
【以色列空袭致伊朗多名外交人员死亡】据伊朗国家电视台消息，遭袭建筑的一层为领事处及伊朗驻叙大使官邸，空袭造成伊朗多名外交人员死亡。
【多国谴责以色列袭击伊朗驻叙使馆】约旦外交和侨务部发表声明，谴责以色列针对伊朗驻叙利亚大使馆领事处的袭击。声明称，针对外交建筑的袭击严重违反了国际法，也违反《维也纳外交关系公约》。约旦对袭击事件的遇难者表达哀悼，并祝愿伤者早日康复。黎巴嫩真主党当地时间4月1日夜间也发表声明，谴责以色列袭击伊朗驻叙利亚大使馆建筑、导致伊朗伊斯兰革命卫队指挥官死亡的行为。叙利亚外长梅克达德也表示，空袭不会影响叙利亚和伊朗两国的关系，叙方强烈谴责以色列的空袭行为。
【叙利亚外长赶赴空袭现场，并与伊朗外长通电话】以军4月1日空袭伊朗驻叙利亚大使馆领事处后，叙利亚外长梅克达德赶赴空袭现场，并与伊朗外长阿卜杜拉希扬通电话。双方均强烈谴责以军空袭行为严重违反国际公约。阿卜杜拉希扬以及伊朗驻叙利亚大使侯赛因·阿克巴里、伊朗外交部发言人卡纳尼都表示，“伊朗保留采取反制的权利，将作出果断回应”，以色列将“承担发动袭击的后果”。
今日俄罗斯RT的微博视频",军事
"#小林制药保健品已致157人住院# 小调查：你购买过小林制药保健品吗？ 
 
网页链接
 ",军事
"#南部战区位中缅边境我方一侧举行演习#【南部战区位中缅边境我方一侧举行联合实兵实弹演习】中国人民解放军南部战区新闻发言人田军里空军大校表示，根据年度训练计划，中国人民解放军南部战区组织陆军、空军部队于4月2日起，位中缅边境我方一侧举行联合实兵实弹演习，旨在检验战区部队快速机动、精确毁瘫、立体封控、联合打击能力。战区部队时刻做好应对各类突发情况准备，坚决维护国家主权、边境稳定和人民生命财产安全。
人民视频的微博视频",军事
"#以色列空袭致7名伊朗人员死亡#【一觉醒来，中东发生严重“炸馆”事件】看现场视频，伊朗驻叙利亚大使馆内，一栋大楼几乎被夷为平地。用法新社记者的话说，4月1日的袭击发生后，这栋领事部门大楼，只有大门还站着，上面写着“伊朗大使馆领事处”……
按照伊朗的指控，以色列战机当天发射了6枚导弹，多名伊朗外交官死亡，很多人还埋在废墟中。已确定的死者中，包括伊朗的阿里·雷扎·扎赫迪将军，他是伊朗精锐部队圣城旅的高级指挥官。#伊朗将果断回应以色列行动# 
一觉醒来，中东发生严重“炸馆”事件",军事
"#伊朗称将果断回应以色列的行动#【伊朗驻叙利亚大使: 伊朗将果断回应以色列的行动】据央视新闻，综合叙利亚军方和伊朗官方媒体消息，以军4月1日空袭了位于叙利亚首都大马士革的伊朗驻叙利亚大使馆领事部门建筑。伊朗驻叙利亚大使侯赛因·阿克巴里在接受采访时称，这栋建筑“遭到了F-35战机发射的6枚导弹袭击”。他说，空袭发生时，他本人正在使馆主体建筑内。#伊朗将果断回应以色列行动# #以色列空袭致7名伊朗人员死亡#他还表示，以色列对伊朗驻叙利亚大使馆领事处的空袭表明以色列不遵守任何国际法准则，为达到目的不择手段。
据他透露，目前袭击已经造成5至7人遇难，其中包括伊朗顾问，具体死亡人数将在统计后公布。
他强调，伊朗将果断回应以色列的行动。
微资讯的微博视频",军事
"#以色列空袭致7名伊朗人员死亡#【以色列空袭伊朗驻叙利亚使馆建筑致7名伊朗军方人员死亡】据伊朗国家电视台消息，伊朗伊斯兰革命卫队公共关系部门当地时间4月1日表示，当天以色列对伊朗驻叙利亚大使馆领事处大楼的空袭造成7名伊朗军事人员死亡，其中包括伊朗伊斯兰革命卫队“圣城旅”指挥官穆罕默德·礼萨·扎赫迪和穆罕默德·哈迪·哈吉·拉希米。#伊朗外交部强烈谴责以色列袭击领事处# 
CCTV国际时讯的微博视频",军事
"【#俄宣布将起诉乌政府参与恐袭#，要求乌方逮捕并引渡所有涉案人员】当地时间4月1日，俄罗斯外交部发言人扎哈罗娃表示，俄方拟就乌参与俄境内恐袭事件向国际法庭提出起诉，相关文件正在准备当中。有关“克罗库斯城”音乐厅恐袭事件的照会，将在执法人员完成工作后单独发送给乌方，俄方会发布接下来将采取哪些步骤。她表示，乌当局有意选择踏上恐怖主义和极端主义道路，却没有意识到该行径的可怕性。
俄外交部3月31日发表声明称，“克罗库斯城”音乐厅恐袭及其他对俄恐袭事件的犯罪踪迹均指向乌克兰，俄方要求乌逮捕并引渡所有涉案人员。声明称，此次恐袭并非是近年来针对俄的第一起恐怖袭击事件。俄有关部门调查表明，所有这些犯罪的踪迹都指向乌克兰。声明还列举了近年来针对俄的多起袭击事件，包括圣彼得堡咖啡馆爆炸案、俄作家普里列平因汽车爆炸受伤等。#俄将起诉乌政府参与恐袭#俄外交部表示，根据《制止恐怖主义爆炸事件国际公约》和《制止为恐怖主义提供资助国际公约》，俄方要求乌方逮捕并引渡包括乌国家安全局局长马柳克在内的上述恐袭所有涉案人员。马柳克近日承认克里米亚大桥爆炸事件与乌方有关，并透露了在俄组织其他恐袭行动的细节。
对俄外交部的声明，乌国家安全局局长马柳克3月31日回应称，俄外交部未提供任何证据证明乌参与“克罗库斯城”音乐厅恐袭事件，俄外交部的任何言论都“毫无意义”。马柳克说，“俄罗斯实际上只能发表一项值得关注的声明：向全世界宣布其在战争中失败。”
乌“Strana.ua”新闻网称，俄外交部的声明正式指责乌参与“克罗库斯城”音乐厅恐袭事件等对俄恐袭，却无法提供具体和客观证据，乌方对此不可能认同。不排除俄当局将采取加大军事打击力度、制造类似袭击等对乌报复手段的可能性。此外，俄方此次声明可能主要意在向西方发出信号，大造舆论对西方施压，以动摇西方内部对乌立场摇摆的国家、干扰对乌援助进程。
针对乌克兰方面的回应，以及西方主流媒体对此事的冷淡，俄“Tvc.ru”新闻网4月1日报道称，乌当局对俄实施一系列恐怖活动早已具有丰富经验，“克罗库斯城”音乐厅恐袭事件进一步展现了西方固有的亲乌立场和偏袒态度。西方早已默许乌当局的对俄恐怖主义举动，不会对其施加任何压力，更别说对其实施制裁。
俄“Tsargrad.tv”新闻网援引专家观点称，西方似乎有意冷淡俄发表的声明，这再次反映其一贯的双重标准。在乌当局实施对俄恐袭方面，西方似乎不认为这应归类于恐怖主义问题。若乌当局的行为得不到公正审判和及时制止，可以预见，在西方默许和支持下，乌当局今后或将以各种形式对俄开展更多恐袭。然而，乌当局和西方也应清楚此举将招致俄方更加严厉的回应。
俄“军事观察网”分析称，西方媒体对此次俄外交部的声明报道总体显得十分冷淡，似乎早已预设立场，深陷“俄再次散布虚假信息，试图将恐袭归咎于乌当局”的思维定式中。恐袭发生后，西方指责“俄正试图用自身叙事归咎乌涉恐袭”。然而，西方自己的叙事是什么？是默许或全权委托乌当局继续对俄采取任何破坏行动，还是西方本身早已是恐怖主义罪行的帮凶？
据俄新社报道，俄对外情报局4月1日发表声明称，美国拜登政府正加大力度歪曲“克罗库斯城”音乐厅恐袭事件。美国无法在北约和欧盟成员国间就该恐袭事件形成统一立场。“在‘克罗库斯城’的‘灰烬尚未冷却’的时候华盛顿就开始袒护泽连斯基。”声明还称，美国冒着被怀疑参与国际恐怖主义的风险，试图为乌当局“洗白”，并在恐袭事件后继续向其提供援助。（环球网）",军事
"#以军空袭加沙中部致多名外国人死亡#【巴方称以军空袭加沙中部导致多名外国人死亡】巴勒斯坦媒体《圣城报》当地时间4月2日报道称，以军空袭了加沙中部代尔拜拉赫地区的一辆汽车，造成5人死亡，其中4人是慈善组织“世界中央厨房”的援助人员，分别来自波兰、澳大利亚、爱尔兰和英国。
据悉，3月15日，首艘通过塞浦路斯至加沙地带海上人道主义走廊向加沙运输救援物资的船只抵达加沙海域，船上载有200吨食物、饮用水等物资。慈善组织“世界中央厨房”提供了船上的援助物资，并负责用卡车将物资转运至加沙北部地区。
目前以色列国防军对此暂无回应。（央视新闻）",军事
"#西班牙计划在上半年批准承认巴勒斯坦国#【西班牙首相称政府计划在上半年批准承认巴勒斯坦国】当地时间4月1日，西班牙首相桑切斯在访问约旦、沙特和卡塔尔三个中东国家期间对媒体表示，西班牙政府计划在今年上半年，即2024年7月前批准承认巴勒斯坦国。
桑切斯3月9日曾宣布，西班牙将在“本次政府任期之内”承认巴勒斯坦国。
“两国方案”是国际社会普遍认可的解决巴勒斯坦问题的唯一出路，即建立以1967年战前边界为基础、以东耶路撒冷为首都、享有完全主权、独立的巴勒斯坦国，从根本上实现巴勒斯坦和以色列和平共存，实现阿拉伯和犹太两大民族和谐相处，实现中东地区持久和平。",军事
"#以色列空袭伊朗驻叙利亚使馆致7人死亡#【以色列空袭伊朗驻叙利亚使馆建筑致7名伊朗军方人员死亡】据伊朗国家电视台消息，伊朗伊斯兰革命卫队公共关系部门当地时间4月1日表示，当天以色列对伊朗驻叙利亚大使馆领事处大楼的空袭造成7名伊朗军事人员死亡，其中包括伊朗伊斯兰革命卫队“圣城旅”指挥官穆罕默德·礼萨·扎赫迪和穆罕默德·哈迪·哈吉·拉希米。#伊朗将果断回应以色列行动#相关报道：【伊朗驻叙利亚大使: 伊朗将果断回应以色列的行动】
综合叙利亚军方和伊朗官方媒体消息，以军4月1日空袭了位于叙利亚首都大马士革的伊朗驻叙利亚大使馆领事部门建筑。伊朗驻叙利亚大使侯赛因·阿克巴里在接受采访时称，这栋建筑“遭到了F-35战机发射的6枚导弹袭击”。他说，空袭发生时，他本人正在使馆主体建筑内。
他还表示，以色列对伊朗驻叙利亚大使馆领事处的空袭表明以色列不遵守任何国际法准则，为达到目的不择手段。
据他透露，目前袭击已经造成5至7人遇难，其中包括伊朗顾问，具体死亡人数将在统计后公布。
他强调，伊朗将果断回应以色列的行动。（央视） #伊朗驻叙领馆及大使官邸遭以军空袭#",军事
"#伊朗驻叙领事馆所在建筑遭以空袭#【#伊朗驻叙利亚领事馆所在建筑遭以色列空袭#】据伊朗国家电视台消息，当地时间4月1日，叙利亚首都大马士革的伊朗驻叙利亚大使馆附近的一栋建筑遭以色列空袭，该建筑的一层为伊朗驻叙利亚领事馆及伊朗驻叙利亚大使官邸。
另据伊朗努尔新闻消息，目前伊朗驻叙利亚大使身体健康状况良好，没有受到袭击影响。
以色列方面对此暂无回应。",军事
"热知识：大家知道我国面积最大的海湾是哪一海湾吗？ 
 
网页链接
 ",军事
"#美议员对援助以色列表达不满#【美参议员：内塔尼亚胡一直“怼”拜登，而我们还给他送炸弹？】据德新社3月31日报道，美国参议员克里斯·范霍伦在接受采访时说：“我们现在面临的情况是，内塔尼亚胡不停地“怼”美国总统，而我们还在运送更多炸弹。这没有道理。”（参考消息）
参考消息的微博视频
 ",军事
"【#乌军完整俘获一俄军自杀无人机#】保存完整成色极佳，乌军疑使用电子战手段，俘获一架俄军自杀无人机（环球网）
环球网军事的微博视频
 ",军事
"#英军训练哈士奇以防与俄冲突#【外媒：英军训练哈士奇以防与俄在北极冲突】据《俄罗斯报》网站3月31日报道，英国《每日邮报》称，英国部队开始训练哈士奇，以应对与俄罗斯可能在北极爆发的冲突。英国皇家后勤部队的专家正在训练狗运送弹药和食物。
据报道，这个犬类训练小组名为“威士忌中队”，正在寻找于夜间为突袭部队提供补给的方法。该团队由经验丰富的工程师、后勤人员、司机和安保人员组成。
据报道，训练地点位于挪威北部。训练内容包括提高哈士奇在雪地里和北极极寒条件下的速度、耐力和长距离奔跑的能力。
《俄罗斯报》网站称，俄罗斯多次指出，西方指责莫斯科有意挑起与北约的军事冲突是无稽之谈。此外，俄外长拉夫罗夫曾表示，北约在北极的“胃口”越来越大，克里姆林宫不会忽视这种做法。（参考消息）",军事
"【#91岁战斗英雄韩德彩逝世# 送别！】今天，空军二级战斗英雄韩德彩逝世，享年91岁。韩德彩16岁参军，18岁学飞行，19岁奔赴抗美援朝战场。在抗美援朝战场上，他先后打下5架敌机，两次荣立一等功。大家知道韩德彩将军在朝鲜战场上的座机是下面哪一型号吗？#硬核军迷# 
 
网页链接
 ",军事
"【#我国无人作战发展到什么程度了#】我国无人作战发展到什么程度了？中国兵器集团无人战车可携带无人机协同作战自主打击（环球网）
环球网军事的微博视频
 ",军事
#俄公共汽车与火车相撞8人死亡#【#俄罗斯公共汽车与火车相撞致8人死亡#】新华社快讯：俄罗斯媒体1日援引俄紧急情况部的消息报道说，雅罗斯拉夫尔地区发生一起公共汽车与火车相撞事故，造成8人死亡。 ,军事
"【如何在晃动的直升机上完成精确射击】#硬核军迷# 
新浪军事的微博视频
 ",军事
"#一人承认向莫斯科恐袭者提供武器#【俄方：一人承认向莫斯科恐袭者提供武器】据路透社4月1日报道，塔斯社1日援引俄罗斯联邦安全局的消息称，3月31日在俄南部达吉斯坦地区被捕的外国武装分子涉嫌为莫斯科近郊音乐厅恐袭事件提供资金。
据俄罗斯国际文传电讯社报道，俄罗斯联邦安全局还称，在四名被捕的男子中，有一人承认亲自向袭击者提供了武器。
报道称，俄罗斯当局3月31日称，他们逮捕了一伙策划暴力行为的男子，但没有提供有关他们国籍的信息。
莫斯科近郊“克罗库斯城”音乐厅3月22日晚发生严重恐袭事件。根据最新数据，袭击已造成144人死亡、551人受伤。（参考消息）",军事
