content,type
"【解局 | 以色列“决战”拉法意欲何为？】据巴勒斯坦通讯社报道，以军12日凌晨对加沙地带南部城市拉法及周边地区发动海陆空全方位打击，目前造成死亡人数已超过100人，另有数百人受伤。与此同时，以色列军方12日凌晨发表声明说，以军方、情报部门和警方12日凌晨在拉法开展联合行动，成功解救两名被巴勒斯坦伊斯兰抵抗运动（哈马斯）扣押的以色列人。以军对拉法的进攻被视为以色列打击哈马斯的“决战”。以色列方面此战要达到什么目标？面临哪些阻力？会有怎样的后果？新华社记者为您解局：
网页链接
 
新华国际的微博视频",国际
"【以军称成功解救两名被哈马斯扣押人员】以色列军方12日凌晨发表声明说，以军方、情报部门和警方12日凌晨在加沙地带南部城市拉法开展联合行动，成功解救两名被巴勒斯坦伊斯兰抵抗运动（哈马斯）扣押的以色列人。
　　声明说，这两名以色列人于去年10月7日被哈马斯带往加沙地带，“目前两人状况良好”，已被送往以色列中部的一所医院接受检查。
　　以军发言人哈加里12日说，以军为解救行动准备了很长时间。他还说，加沙地带目前还有130余名被扣押人员，“我们将继续尽一切努力将他们带回家”。
　　去年10月7日，新一轮巴以冲突爆发。以方称，哈马斯当天将200余人带往加沙地带。之后，双方曾达成短暂停火，并在停火期间交换部分被扣押人员。",国际
　　新华社快讯：据巴勒斯坦通讯社报道，以军12日凌晨对加沙地带南部城市拉法及周边地区发动海陆空全方位打击，目前造成死亡人数已超过100人，另有数百人受伤，伤者中包括妇女和儿童。 #以军拉法行动致死逾百# ,国际
"【以军对加沙南部进行军事打击造成至少52人死亡】巴勒斯坦红新月会12日说，以军当天凌晨对加沙地带南部城市拉法及周边地区进行军事打击。
　　卡塔尔半岛电视台报道，以军此次空袭，已造成至少52人死亡、数十人受伤。
　　以色列总理办公室9日发表声明说，总理内塔尼亚胡当天要求国防军和安全部门向战时内阁提交有关加沙居民撤离拉法、清除该地区巴勒斯坦伊斯兰抵抗运动（哈马斯）武装人员的计划。哈马斯媒体办公室10日发表声明回应说，目前有至少140万名巴勒斯坦人居住在拉法，以色列如果对拉法开展大规模军事行动可能导致“数万人死伤”。",国际
　　新华社快讯：据卡塔尔半岛电视台报道，以军12日凌晨对加沙地带南部城市拉法及周边地区发起军事打击，至少造成52人死亡。 ,国际
　　新华社快讯：据外电报道，以军12日凌晨对加沙地带南部城市拉法及周边地区进行军事打击。 ,国际
新华社快讯：根据芬兰国家广播公司的测算，芬兰前总理斯图布在11日举行的芬兰总统选举第二轮投票中获胜。（记者陈静） ,国际
"【美国马斯卡廷小镇上的浓浓“年味”】农历大年三十，美国艾奥瓦州小城马斯卡廷一整天都沉浸在浓郁的中国“年味”和友好氛围之中。从亲切交流到热闹“春晚”，中美两国新朋老友共同庆祝龙年新春。他们中，有同习近平主席有着数十载友谊的萨拉·兰蒂女士，也有不久前应邀访华交流的马斯卡廷高中生，有以艺术会友的中国青少年，也有扶老携幼观看演出的当地民众。这座密西西比河畔的小城正不断书写着对华友好的故事。 
新华国际的微博视频",国际
　　新华社快讯：巴基斯坦选举委员会11日公布国民议会（议会下院）选举初步计票结果，独立参选人集团获得101席，穆斯林联盟（谢里夫派）获得75席，还有2个席位尚未决出。（记者蒋超） ,国际
"【在边境上，以军士兵要求我们立即离开“战区”】2023年10月7日爆发的新一轮巴以冲突还在持续，以色列还处在全国“战时状态”下。即便春节来临，追踪战况、到一线采访仍是我们的“日常”：一大早，新华社驻耶路撒冷分社一行四人带上防弹衣和头盔后，再次前往以色列与加沙边境地区。 
新华国际的微博视频",国际
　　新华社快讯：据巴勒斯坦通讯社11日报道，以色列军队当天凌晨空袭加沙地带南部城市拉法一处住宅，造成至少25人死亡。（记者柳伟建） ,国际
新华社快讯：习近平和夫人彭丽媛向美国林肯中学师生回赠新春贺卡 ,国际
新华社快讯：匈牙利总统诺瓦克10日宣布辞去总统职务。（记者陈浩） ,国际
"【中国留学生米兰街头拜年 二胡琵琶合奏尽显国风】甲辰龙年已到！留学意大利的郑晓慧和马若萌日前抱起心爱的二胡和琵琶，在米兰街头合奏一曲《青花瓷》，用温婉的旋律送上新春祝福：“龙年行运，梦想成真，新春愉快，阖家欢乐，万事如意！” 
新华国际的微博视频
 ",国际
"【新华社记者战地春节 | 我在巴以冲突前线，时刻准备着】又是一年春来到，在巴勒斯坦，我的计时却是“巴以新一轮冲突第……天”
在加沙分社工作这几年，我一次次在废墟中行走，一次次深入冲突前沿采访，对死亡与新生、战争与和平，有了更真切的感悟和更深刻的思考。也对这份职业有了更深刻的认识——将这里的真相如实记录并传递，这是我作为一名新华社记者的职责与使命。
我常常想，比起共同奋战在报道前线的当地同事，我何其幸运。他们眼看着自己的家园被战火摧毁，自己的同胞或失去生命或颠沛流离，而我可以背靠一个和平、繁荣的祖国。
所以当有人问我想不想家时，我说：“想，但是很心安。”因为我知道，我的祖国国泰民安，我的家人健康平安，他们就在那里等着我回家……
 
我是新华社记者柳伟建，在巴勒斯坦给大家拜年，也祝愿这片土地早日迎来和平与安宁。 
新华国际的微博视频",国际
　　新华社快讯：美国私营企业公理航天公司组织的宇航团队当地时间9日返回地球，他们搭乘的美国“龙”飞船顺利溅落在佛罗里达州海岸附近。（记者谭晶晶） ,国际
"【洋洋大观 | 752公里的牵挂】五年前，俄罗斯记者达莎离开故乡前往中国工作。谈起乡愁，她总是感慨万千。多年在中国的生活经历让她明白，家在中国人心中占据最重要的位置。读懂家文化，才能读懂中国人。
今年春运的第一天，达莎跟随一位来自山西临汾的在京务工大姐加入返乡大军，乘坐山西铁路局春运专列体验路途上的艰辛与快乐，并前往大姐家中感受中国乡村独特春节习俗，探寻家对于中国人的意义。 
新华国际的微博视频",国际
　　新华社快讯：世界气象组织9日援引欧盟气候监测机构哥白尼气候变化服务局的报告说，2024年1月是全球有记录以来最热的1月。（记者曾焱） ,国际
"【新华社记者战地春节 | 我在乌克兰的第5个春节】今年农历新年是我在乌克兰度过的第5个春节。两年前，在基辅独立广场，我用相机记录下乌克兰危机风暴中心最初的真实画面。两年来，我见证了俄乌冲突的烙印刻在基辅这座城市的每一个角落。过去700多天，在新华社基辅分社简易的办公桌上，我和分社团队播发了300多万字的报道，在国际舆论场上发出独立、客观、权威的中国声音。
“过年好！在外面自己多保重！”视频连线里远方家人幸福的笑脸，让我更加明白战地记者坚守的意义。见证历史，记录风云，新华社记者一直在路上。路虽远行则将至，事虽难做则必成。我们会继续坚守前沿阵地，履行好新华社记者崇高的使命和职责。 
新华国际的微博视频",国际
　　新华社快讯：近日，许多国家领导人和国际组织负责人纷纷致电或致函中共中央总书记、国家主席习近平，祝贺中国人民喜迎龙年新春。 ,国际
"【当“中国龙”遇见“西方龙” 】农历龙年即将到来！在中国，龙代表着祥瑞与力量，它是古代封建皇权的象征，能腾云驾雾、兴云布雨。中国人是“龙的传人”，喜庆的节日要“舞龙”，端午节要赛“龙舟”，二月二是“龙抬头”……在西方，中国龙有一位“远亲”—— “Dragon”。它在西方古典文学和流行文化中，多是口中喷火、穷凶极恶的反派。看守财宝的恶龙、绑架公主的恶龙、与骑士决斗的恶龙……它们最终往往沦为英雄“刷经验”的垫脚石。大年三十，中国龙迎来了这位远道而来的西方“龙亲戚”。一位是集敬与爱于一身的祥瑞，一位是接了太多反派剧本的怪兽，这两位见面，一定是一台好戏！正所谓：龙年到来喜气洋，中西龙王聚一堂。形异内殊情相投，且看二龙闹剧场！大幕开启，“龙”重登场！ 
新华国际的微博视频",国际
【乌克兰总统任命乌军新总司令 】乌克兰总统泽连斯基8日宣布，乌陆军司令瑟尔斯基接替扎卢日内出任乌武装部队总司令。瑟尔斯基现年58岁，2019年起担任乌陆军司令，2020年晋升上将。泽连斯基当天发表视频讲话说，新的管理团队将接管乌武装部队领导权，他与前线不同级别指挥官进行了数十场谈话，这些指挥官将升任军队高级职务并在最富有经验的指挥官领导下开展工作。,国际
新华社快讯：乌克兰总统泽连斯基8日在社交媒体上宣布，任命陆军司令瑟尔斯基担任乌克兰武装部队总司令。（记者李东旭） ,国际
　　新华社快讯：美国联邦最高法院8日开始审理前总统特朗普参选总统资格上诉案。此案关系到今年美国总统选举，受到美国多方关注。（记者孙丁 熊茂伶） ,国际
"【感受中国“朋友圈”的新春暖意】龙年新春即将到来，中国的“朋友圈”暖意融融，各国人士的祝福纷至沓来。老朋友越来越铁，新朋友越走越亲。在元首外交引领下，中国特色大国外交不断取得新进展——2023年同十多个国家提升双边关系，近年与一批国家复交、建交。多个双多边互利互惠合作框架实现提质升级，平等、开放、合作的全球伙伴关系网络不断深化拓展。造福民生、惠及各国的合作项目扎实推进，开放交流、共同发展的画卷气象万千。
网页链接",国际
　　新华社快讯：习近平同俄罗斯总统普京通电话，两国元首互致新春问候。 ,国际
　　新华社快讯：巴基斯坦官员8日说，当天巴国民议会选举投票开始以来，巴各地发生的各类爆炸袭击事件已造成至少7死15伤。（记者蒋超） ,国际
　　新华社快讯：国家主席习近平2月8日同葡萄牙总统德索萨互致贺电，庆祝两国建交45周年。 ,国际
　　新华社快讯：2月8日，国家主席习近平致电伊利哈姆·阿利耶夫，祝贺他当选连任阿塞拜疆共和国总统。 ,国际
　　新华社快讯：根据阿塞拜疆中央选举委员会8日公布的初步计票结果，现任总统阿利耶夫在7日举行的总统选举中以绝对优势获胜。 ,国际
新华社快讯：厄瓜多尔议会7日批准厄中自贸协定。（记者廖思维） ,国际
新华社快讯：以色列总理内塔尼亚胡7日在记者会上表示，拒绝巴勒斯坦伊斯兰抵抗运动（哈马斯）提出的在加沙地带停火的要求。（记者吕迎旭） ,国际
"【#“龙”到底该怎么译？#】 甲辰龙年到，很多网友晒出龙年活动照片。我们发现了一个有趣的现象：很多“龙”不再翻译为dragon，而是loong。loong典出何处 ？dragon不能用了？ #中国龙应该翻为dragon还是loong？# 带着这些问题，新华社记者采访海内外多位专家、学者，挖一挖dragon的历史梗，看看#loong背后的语言新国潮#。 
新华国际的微博视频",国际
　　新华社快讯：据日本福岛县当地媒体报道，福岛第一核电站核污染水净化装置7日发生含放射性物质的水泄漏事故。（记者钱铮） ,国际
　　新华社快讯：巴基斯坦官员7日说，巴西南部俾路支省当天发生两起针对参加选举的竞选者办公室的炸弹爆炸袭击事件，已造成至少24人死亡、50人受伤。（记者蒋超、邓凯尹） ,国际
"【洋洋大观｜在上海，我在非遗传承中感受都市年味】来自埃及的新华社记者兰萍准备用别样的方式打开她的春节假期。从与国家级非遗上海灯彩传承人龚智瑜逛充满春节民俗氛围的灯会，到随上海剪纸青年传承人李诗忆体验海派剪纸最潮的模样，再到向著名沪剧表演艺术家茅善玉老师拜师学艺，学唱一段沪剧经典选段《燕燕做媒》，兰萍发现，在上海，传统和现代并不是割裂的，优秀的非物质文化遗产在这里代代相传，不断焕发出新的生机与活力。快来跟新华社记者兰萍一起，在非遗传承中感受上海的都市年味吧！ 
新华国际的微博视频",国际
新华社快讯：瑞典检方7日宣布，决定结束对“北溪”天然气管道爆炸事件的调查。（记者和苗） ,国际
　　新华社快讯：巴基斯坦官员7日说，该国西南部俾路支省一个选举办公室附近当天发生爆炸，已导致8人死亡、多人受伤。（记者邓凯尹） ,国际
　　新华社快讯：2月7日，国家主席习近平致电南戈洛·姆本巴，祝贺他就任纳米比亚总统。 ,国际
　　新华社快讯：当地时间7日早上，乌克兰首都基辅市左岸传出爆炸声，当地出现断网和断电。（记者李东旭） ,国际
　　新华社快讯：国家主席习近平向纳伊布·布克尔致贺电，祝贺他当选连任萨尔瓦多共和国总统。 ,国际
　　新华社快讯：美国国会众议院6日投票未能通过对美国国土安全部长马约卡斯的弹劾案。 ,国际
新华社快讯：据智利当地媒体报道，智利前总统皮涅拉6日在直升机坠机事故中身亡。（记者朱雨博） ,国际
新华社快讯：卡塔尔首相6日表示，哈马斯对释放被扣押人员协议“反应积极”。（记者汪强） ,国际
　　新华社快讯：菲律宾救援部门说，菲南部金达沃省6日晚发生大规模山体滑坡，三辆客车遭掩埋，多个村庄居民已开始疏散。（记者刘锴 张怡晟） ,国际
　　新华社快讯：据哈萨克斯坦总统府网站6日消息，哈议会下院审议通过总理提名，哈总统托卡耶夫签署总统令，任命奥尔扎斯·别克坚诺夫为政府总理。（记者张继业） ,国际
　　新华社快讯：印度中央邦一名政府官员表示，位于中央邦的一家鞭炮厂6日发生爆炸，目前已造成6人死亡、约60人受伤。 ,国际
　　新华社快讯：也门胡塞武装发言人叶海亚·萨雷亚6日发表声明说，该组织向在红海航行的一艘美国船只和一艘英国船只发射了导弹。（记者王尚） ,国际
"【洛杉矶会议及旅游局主席：期待“铺开红地毯”迎中国游客】洛杉矶会议及旅游局主席日前在其官方社交媒体号发布该机构主席兼首席执行官亚当·伯克的视频讲话。他在视频中表示，“天使之城”洛杉矶期待能有机会“铺开红地毯，热忱欢迎中国游客”。 
新华国际的微博视频
 ",国际
"【洛杉矶会议及旅游局主席喊话“尔滨”：了不起！】洛杉矶会议及旅游局日前在其官方社交媒体号发布该机构主席兼首席执行官亚当·伯克的视频讲话。他祝贺中国哈尔滨国际冰雪节取得成功，希望进一步促进中美旅游交流。 
新华国际的微博视频
 ",国际
"【死亡人数升至112人！智利林火可能因为纵火？】智利官员4日说，中部地区连日来的森林火灾已致使至少112人死亡，数百人失踪，上千人失去家园。火灾最严重的瓦尔帕莱索大区的官员说，本轮林火可能缘于有人纵火，正就此展开调查。 
新华国际的微博视频
 ",国际
　　新华社快讯：哈萨克斯坦总统办公室5日发表声明说，总统托卡耶夫当日接受政府辞职，同时提名第一副总理斯克利亚尔为代总理。 ,国际
　　新华社快讯：经济合作与发展组织（经合组织）5日发布最新经济展望报告，预计2024年全球经济增速将从2023年的3.1%放缓至2.9%。（记者刘芳） ,国际
　　新华社快讯：据巴基斯坦警方消息，该国西北部一警察局5日遭武装分子袭击，至少10名警方人员死亡、6人受伤。（记者徐正源） ,国际
"#解局#【美国在中东“报复性”开打，闹哪样？】3日晚，美英两国对也门首都萨那和其他省份的胡塞武装目标发动了空袭。就在前一天，美军还空袭了叙利亚、伊拉克境内超过85个关联伊朗伊斯兰革命卫队及受伊朗支持的民兵武装目标。美国在中东地区频频开火，背后是何盘算？美军行动是否还会升级？新华社记者为你解局——
网页链接
 
新华国际的微博视频",国际
　　新华社快讯：萨尔瓦多新思想党代表的竞选联盟候选人纳伊布·布克尔4日晚通过社交媒体宣布在该国举行的总统选举中获胜。（记者吴昊 席玥） ,国际
"【感受习近平主席2023年出访故事里的心相近】这一年，我们在元首外交一线，用心记录“国之交”的动人画面，深切感受“心相近”的温暖力量。一幕接一幕的“高光时刻”，一段又一段的“现场故事”，见证着中国与世界的双向奔赴。新的一年，元首外交将引领中国特色大国外交继续阔步向前，中国将同世界一起书写更多友谊的新华章。 
新华国际的微博视频",国际
新华社快讯：据纳米比亚总统府发布消息，纳米比亚总统根哥布4日在医院去世。 ,国际
　　新华社快讯：据美国多家主流媒体测算和报道，现任总统拜登在3日举行的美国2024年总统选举南卡罗来纳州民主党初选中胜出。（记者孙丁 熊茂伶） ,国际
新华社快讯：据也门胡塞武装控制的马西拉电视台3日报道，美国和英国当晚对也门首都萨那和其他省份的胡塞武装目标发动了空袭。（记者王尚） ,国际
"【土叙大地震一周年：他们在破碎中等待】近一年前，土耳其南部靠近叙利亚边境地区发生7.7级强烈地震，在土造成逾5万人丧生，在叙造成数千人死亡。如今又逢叙利亚一年中最凛冽时节，新华社记者再次来到叙境内受灾最严重的地区之一、饱经战火与风霜的阿勒颇。 
新华国际的微博视频
 ",国际
　　新华社快讯：据法新社3日报道，巴黎一火车站发生袭击事件，数人受伤。 ,国际
【叙利亚媒体称美军空袭致多人死伤】叙利亚国家电视台3日报道，2日夜至3日凌晨，美军对叙东部多个地区的空袭造成多人死伤。据多家美国媒体2日报道，美军2日出动战机和无人机，对叙利亚和伊拉克境内受伊朗支持的武装组织的指挥部、武器仓库和其他设施等目标进行空袭。这是对3名驻约旦美军士兵日前遭无人机袭击丧生的“报复”。,国际
"#南方觉醒##时代列车上的肯尼亚#【回顾历史 从创伤中恢复】肯尼亚非洲政策研究所中非中心执行主任丹尼斯·穆内内说，有人称赞老米轨铁路造就了肯尼亚，但更多人把它看作英国殖民肯尼亚的工具。殖民政策本质上是榨取性的，不是为了促进发展。肯尼亚独立60年，我们将不断回顾历史，从创伤中恢复，推动肯尼亚获得更大发展。
网页链接",国际
　　新华社快讯：据智利媒体报道，智利中部瓦尔帕莱索大区官员2日说，初步报告显示，该地区发生的火灾已造成10人死亡。（记者朱雨博） ,国际
"#南方觉醒##时代列车上的肯尼亚#【新铁路带来的新世界】如今，从“铁蛇”列车上向外望去，会看到一条崭新的标准轨铁路线，带来与百年米轨截然不同的现代化气息——这是由中国企业承建的蒙内铁路。新的列车满载乘客，从内罗毕驶向如今的东非第一大港蒙巴萨。车上有中国师傅带出来的当地司机，技术员、服务员也都是当地人。
网页链接
 
新华国际的微博视频",国际
新华社快讯：据朝中社3日报道，朝鲜2日在西部海域进行巡航导弹超大型战斗部威力试验和新型防空导弹试射。（记者王超） ,国际
新华社快讯：据美国媒体2日报道，美国已对叙利亚和伊拉克展开空袭，这是对驻约旦美军事基地日前遭到袭击进行的报复。（记者熊茂伶） ,国际
新华社快讯：土耳其央行行长埃尔坎2日宣布辞职。（记者熊思浩） ,国际
"【小年快乐！看看这些国家的春节有啥年味儿】今天是农历腊月二十三，在中国北方，这一天被视为小年，龙年春节又近一步。春节历史源远流长，起源于中国，但已走向世界。在不少国家，春节是法定节假日。去年年底，联合国大会决议也将春节确定为联合国假日。小年迎春之际，请跟随新华社记者感受一番“中国年全球庆”吧！
网页链接",国际
#唠科#【为何保护湿地关乎人类福祉】 ,国际
"【美军为何近期在中东频频遇袭？】 1月底，约旦一座美军基地遇袭导致美军士兵伤亡引发全球关注。这是本轮巴以冲突自去年10月爆发以来，驻约旦美军首次遇袭，也是首次有美军士兵在中东地区与巴以冲突相关的袭击中死亡。过去4个月来，美军在伊拉克和叙利亚等地已遭到超过160起袭击，一天最多遭袭4、5起，近百人因此受伤。如此密集的袭击背后有何玄机？新华社记者为您解局：
网页链接",国际
"【#呵护好我们与中国的关系#】华盛顿州斯蒂拉库姆市长理查德·穆里告诉记者，前任市长罗恩·卢卡斯致力于发展对华关系长达20年，在去世前还特别叮嘱他要“呵护好我们与中国的关系，这极为重要”。 #习主席邀请我们多到中国#网页链接
 ",国际
"【#美国中学亲姐妹时隔八年接力访华#】林肯中学10名学生将于3月启程赴华交流，12年级学生蒙特塞拉特·罗梅罗-罗查是其中一员。2016年，蒙特塞拉特的姐姐艾布拉娜参加赴华交流。在蒙特塞拉特看来，“我们都是美中关系发展的获益者”。#中美友好的青春故事##习主席邀请我们多到中国#网页链接
 ",国际
"【在春天启程！#习主席邀请我们多到中国#】1月30日，美国华盛顿州塔科马市林肯中学的校园内，一场美国中学生赴华交流欢送仪式正在举行。从中美人文交流的亲历者到即将访华的年轻人，都对再续友谊之旅充满憧憬。从亲切会面到书信往来，习近平主席与这所学校持续多年的交流互动，留下一段段温暖的回忆，为中美友好续写动人的青春故事。#中美友好的青春故事# 
网页链接",国际
　　新华社快讯：2月2日，在中越两国人民共庆的甲辰春节到来之际，中共中央总书记、国家主席习近平与越共中央总书记阮富仲互致新春贺信。 ,国际
　　新华社快讯：据当地媒体2日报道，巴基斯坦西南部俾路支省首府奎达市郊的一政党办公室遭手榴弹袭击，至少2人受伤。（记者邓凯尹） ,国际
"#南方觉醒##时代列车上的肯尼亚#【肯尼亚人的觉醒】当年，象征西方文明成就的铁路载着探险者、殖民者和旅行者，给当地部族带来野蛮的征服、掠夺和杀戮，也见证了肯尼亚人一步步的觉醒、抗争和独立。正如马克思所言：“当我们把目光从资产阶级文明的故乡转向殖民地的时候，资产阶级文明的极端虚伪和它的野蛮本性就赤裸裸地呈现在我们面前。”
网页链接",国际
　　新华社快讯：美国一架小型飞机1日晚在佛罗里达州坠毁，引发多所房屋火灾，伤亡情况不明。（记者兴越） ,国际
"#南方觉醒##时代列车上的肯尼亚#【奥巴马祖父与“茅茅”运动】美国前总统贝拉克·奥巴马的祖父侯赛因·奥巴马是肯尼亚人，当年曾在一场名为“茅茅”的起义活动中遭到英国殖民者逮捕。英国《每日电讯报》曾援引奥巴马祖母萨拉·奥巴马的话说：“我丈夫是在英军内部工作的厨师，他为独立运动人士提供了很多有价值的情报。”
网页链接",国际
新华社快讯：当地时间2月1日，安提瓜和巴布达总理布朗在该国首都圣约翰接受新华社记者独家专访。 ,国际
　　新华社快讯：欧洲理事会主席米歇尔2月1日在社交媒体上说，在布鲁塞尔举行的欧盟特别峰会上，欧盟达成协议向乌克兰提供500亿欧元援助。（记者付一鸣） ,国际
"#南方觉醒##时代列车上的肯尼亚#【上树公主 下树女王】肯尼亚首都内罗毕铁路博物馆一隅，摆放着一张沙发，它来自已故英国女王伊丽莎白二世乘坐过的皇家列车。在肯尼亚中部阿伯代尔山的茂密丛林中，坐落着一座著名的树顶旅馆。1952年2月，伊丽莎白公主住进这家旅馆不久就被告知，父亲突然去世，她必须尽快回国继承王位。“上树公主，下树女王”的故事听起来颇为浪漫。然而，当时的这个英属殖民地却已处在风雨飘摇中。
网页链接",国际
新华社快讯：日本宇宙航空研究开发机构2月1日确认，日本登月探测器SLIM又进入“休眠”状态，将于2月中下旬尝试再次工作。（记者钱铮） ,国际
"#南方觉醒##时代列车上的肯尼亚#【丘吉尔的旅途】1907年，年仅30多岁但已是大英帝国殖民副大臣的温斯顿·丘吉尔来到英属东非，乘坐火车前往非洲内陆。看着窗外绵延起伏的大地，他以一名帝国政客的视角写下这样一段充满调侃意味的文字：“英国人应付差事的艺术（在修建这条铁路的事情上）表现得尤为突出。应付一切——森林、沟壑、成群结队的食人狮、饥荒、战争、5年唇枪舌剑的议会辩论，在一片混乱中把这条铁路推向前进。”
网页链接",国际
新华社快讯：美国联邦储备委员会1月31日宣布，将联邦基金利率目标区间维持在5.25%至5.5%之间，符合市场普遍预期。（记者许缘） ,国际
　　新华社快讯：中国驻菲律宾大使馆1月31日证实，两艘船只在菲中部海域相撞致4名中国人受伤。（记者王晓薇　张怡晟） ,国际
"【巴以新一轮冲突的四个“非常”】去年10月7日爆发的巴以新一轮冲突已持续近4个月，国际社会迄今仍深感不安，主要是因为：冲突导致的人员伤亡非常巨大，引发的人道灾难非常深重，产生的外溢效应非常显著，带来的情感冲击非常强烈。 
新华国际的微博视频
 ",国际
"#南方觉醒##时代列车上的肯尼亚#【白人的国家】老米轨铁路建成后，殖民当局立即开始着手将这片土地建设为“白人的国家”。信奉“白人至上主义”的英国官员希望吸引更多白人来土壤肥沃、气候宜人的中部高原耕种，制定了给前来定居的白人分配大量土地的政策。不断涌入的白人定居者侵占原本属于当地原住民的大片土地，他们赛马、游猎，过着奢侈享乐的生活。
网页链接
 
新华国际的微博视频",国际
新华社快讯：也门胡塞武装发言人叶海亚·萨雷亚1月31日发表声明说，该组织向一艘美国军舰发射了导弹。 ,国际
新华社快讯：1月31日，国家主席习近平致电易卜拉欣，祝贺他就任马来西亚最高元首。 ,国际
新华社快讯：马来西亚第17任最高元首31日在首都吉隆坡的国家皇宫宣誓就职。（记者汪艺） ,国际
新华社快讯：美国诺思罗普-格鲁曼公司的“天鹅座”货运飞船30日发射升空，携科研物资和补给赴国际空间站。（记者谭晶晶） ,国际
"#南方觉醒##时代列车上的肯尼亚#【铁蛇传说】肯尼亚人塞维利·姆瓦伊莱米曾在由英国殖民者修建的老米轨铁路工作。他给新华社记者讲述了一个当地家喻户晓的古老传说：“一条‘铁蛇’将从印度洋滑出，蜿蜒向西穿过非洲平原。它的降临将带来巨大的灾祸。”
网页链接
 
新华国际的微博视频
 ",国际
新华社快讯：世界气象组织30日发布公报说，确认意大利西西里岛一处地方以48.8摄氏度创下欧洲大陆有记录以来的最高气温纪录，这一气温数据的记录日期为2021年8月11日。（记者曾焱） ,国际
新华社快讯：据韩联社31日报道，驻韩美军一架F-16战斗机坠毁。（记者冯亚松、陆睿） ,国际
新华社快讯：据朝中社31日报道，朝鲜30日进行战略巡航导弹发射训练。（记者王超） ,国际
新华社快讯：巴基斯坦官员30日向新华社记者证实，当天在该国西南部俾路支省举行的一场政治集会附近发生炸弹袭击，已造成至少5人死亡。（记者蒋超） ,国际
"【新华社记者眼中的大选年：“两个美国”】美国民主、共和两党斗争以及政治极化并不是新闻，但进入大选年，美国各种政治乱象还是让人“大开眼界”，人们可以真切感受到“两个美国”的存在。记者最近探访了美国东北部新罕布什尔州，见识到美国前总统、共和党人特朗普支持者的“狂热”。他们在天寒地冻中排队数小时，只为参加特朗普竞选集会。形成鲜明对比的是，民主党阵营对特朗普嗤之以鼻，称他为“美国民主的破坏者”。详情请见：
网页链接",国际
"【全球首例脑机接口设备人体移植！马斯克的“心灵感应”灵不灵？】美国知名企业家埃隆·马斯克29日表示，他旗下的脑机接口公司“神经连接”公司28日进行了脑机接口设备的首例人体移植，移植者目前恢复良好。据马斯克介绍，“神经连接”公司的首款脑机接口产品名为“心灵感应”，大脑植入设备后，只需通过意念就能控制手机、电脑，并通过它们控制几乎所有设备。失去四肢功能的人群将是这款产品的首批使用者。脑机接口到底是怎样的技术？未来应用前景如何？新华社记者为您解局：
网页链接",国际
"【#中华优秀传统文化中包含着现代性的思想种子#】 回顾17至18世纪的中法文化交流史，北京语言大学特聘教授、北京外国语大学教授张西平认为，这是大航海时代以来，全球史中少有的东西方文明和平交流的一段历史。“欧洲文明曾学习过中华文明、阿拉伯文明 。”张西平说，#一种文明需要向其他文明学习才能成长起来# ，“中欧交流的历史证明，不同文明可以包容共济，同时也表明中华优秀传统文化中包含着现代性的思想种子。”#穿越时空的文明对话# 详细阅读：
网页链接",国际
"【#法籍教授说中华传统文化启迪法国现代化#】中山大学哲学系法籍教授蒂埃里·梅纳尔（中文名梅谦立）曾主持拉丁文版《中国哲学家孔子》的中文编译工作，2015年协助《论语导读》现代版在法出版工作。谈及中华传统文化对法国社会的影响，梅谦立认为，最重要的是帮助法国走向文化和理性的觉醒。自文艺复兴以来，像伏尔泰这样的思想家从中华传统文化和政治实践中，意识到建立现代国家的可行性，进而主张将政治建立在理性与美德之上，“这一思想过程启迪了法国的现代化”。 #穿越时空的文明对话# 详细阅读：
网页链接",国际
"【#法国启蒙思想家对中国心驰神往#】 18世纪，欧洲出现持续百年的“中国热”。欧洲人发现，源自东方的儒家文化揭示了可以不依靠宗教力量，而以伦理道德支撑一个社会和平、有序发展，人们遵循孔子的教导诚意正心、认识自然、设立制度、和平生活。法国思想家托克维尔在《旧制度与大革命》书中说，对于法国启蒙思想家而言，古代中国统治者“一年一度举行亲耕礼，以奖掖有用之术”“中国的官职均经科举获得”“把哲学作为宗教，把文人奉为贵族”“看到这样的国家，他们叹为观止，心驰神往”。#穿越时空的文明对话# 详细阅读：
网页链接",国际
　　新华社快讯：1月28日，国家主席习近平致电阿扎利·阿苏马尼，祝贺他当选连任科摩罗联盟总统。 ,国际
　　新华社快讯：一项利用美国“毅力”号火星车探测数据开展的新研究发现，火星赤道以北的耶泽罗陨石坑在远古时期曾存在一个巨大的湖泊和河流三角洲。随着时间推移，陨石坑内沉积物的沉积和侵蚀形成今天的地质构造。 ,国际
　　新华社快讯：美国知名企业家马斯克29日表示，他旗下的脑机接口公司“神经连接”28日进行了首例脑机接口设备的人体移植，移植者目前恢复良好。（记者谭晶晶） ,国际
